,Year,Name,Category,Paid,ConstCode
5844,2013,Lucy Powell,Start Up,2942.0,E14000807
5845,2013,Lucy Powell,Travel,7072.0,E14000807
5846,2013,Tony Lloyd,Accommodation,2312.0,E14000807
5847,2013,Tony Lloyd,Winding Up,595.0,E14000807
5848,2014,Lucy Powell,Accommodation,2581.0,E14000807
5849,2014,Lucy Powell,Office Costs,17846.0,E14000807
5850,2014,Lucy Powell,Staffing,136702.0,E14000807
5851,2014,Lucy Powell,Travel,7228.0,E14000807
5852,2015,Lucy Powell,Office Costs,10473.0,E14000807
5853,2015,Lucy Powell,Travel,3967.0,E14000807
5854,2015,Tony Lloyd,Office Costs,37.0,E14000807
5855,2010,Gerald Kaufman,Accommodation,3404.0,E14000808
5856,2010,Gerald Kaufman,Constituency Rental,942.0,E14000808
5857,2010,Gerald Kaufman,General Admin,3974.0,E14000808
5858,2010,Gerald Kaufman,Office Costs,496.0,E14000808
5859,2010,Gerald Kaufman,Travel,7267.0,E14000808
5860,2011,Gerald Kaufman,Accommodation,3719.0,E14000808
5861,2011,Gerald Kaufman,Office Costs,6960.0,E14000808
5862,2011,Gerald Kaufman,Travel,9784.0,E14000808
5863,2012,Gerald Kaufman,Accommodation,4247.0,E14000808
5864,2012,Gerald Kaufman,Office Costs,6614.0,E14000808
5865,2012,Gerald Kaufman,Staffing,1000.0,E14000808
5866,2012,Gerald Kaufman,Travel,9347.0,E14000808
5867,2013,Gerald Kaufman,Accommodation,2133.0,E14000808
5868,2013,Gerald Kaufman,Office Costs,7613.0,E14000808
5869,2013,Gerald Kaufman,Staffing,116775.0,E14000808
5870,2013,Gerald Kaufman,Travel,10141.0,E14000808
5871,2014,Gerald Kaufman,Accommodation,8850.0,E14000808
5872,2014,Gerald Kaufman,Office Costs,8595.0,E14000808
5873,2014,Gerald Kaufman,Staffing,125422.0,E14000808
5874,2014,Gerald Kaufman,Travel,5167.0,E14000808
5875,2015,Gerald Kaufman,Accommodation,1750.0,E14000808
5876,2015,Gerald Kaufman,Office Costs,2637.0,E14000808
5877,2015,Gerald Kaufman,Travel,662.0,E14000808
5878,2010,John Leech,Accommodation,4030.0,E14000809
5879,2010,John Leech,Constituency Rental,7294.0,E14000809
5880,2010,John Leech,General Admin,8910.0,E14000809
5881,2010,John Leech,Miscellaneous Expenses,926.0,E14000809
5882,2010,John Leech,Office Costs,2447.0,E14000809
5883,2010,John Leech,Staffing,2632.0,E14000809
5884,2010,John Leech,Travel,5363.0,E14000809
5885,2011,John Leech,Accommodation,17234.0,E14000809
5886,2011,John Leech,Office Costs,20430.0,E14000809
5887,2011,John Leech,Staffing,2481.0,E14000809
5888,2011,John Leech,Travel,8608.0,E14000809
5889,2012,John Leech,Accommodation,17939.0,E14000809
5890,2012,John Leech,Office Costs,22648.0,E14000809
5891,2012,John Leech,Staffing,7438.0,E14000809
5892,2012,John Leech,Travel,9173.0,E14000809
5893,2013,John Leech,Accommodation,17002.0,E14000809
5894,2013,John Leech,Office Costs,22290.0,E14000809
5895,2013,John Leech,Staffing,135655.0,E14000809
5896,2013,John Leech,Travel,9622.0,E14000809
5897,2014,John Leech,Accommodation,17385.0,E14000809
5898,2014,John Leech,Miscellaneous Expenses,1000.0,E14000809
5899,2014,John Leech,Office Costs,23586.0,E14000809
5900,2014,John Leech,Staffing,137310.0,E14000809
5901,2014,John Leech,Travel,9657.0,E14000809
5902,2015,Jeff Smith,Accommodation,5400.0,E14000809
5903,2015,Jeff Smith,Office Costs,1494.0,E14000809
5904,2015,Jeff Smith,Staffing,4000.0,E14000809
5905,2015,Jeff Smith,Start Up,121.0,E14000809
5906,2015,Jeff Smith,Travel,2003.0,E14000809
5907,2015,John Leech,Accommodation,622.0,E14000809
5908,2015,John Leech,Miscellaneous Expenses,2657.0,E14000809
5909,2015,John Leech,Office Costs,9466.0,E14000809
5910,2015,John Leech,Travel,1048.0,E14000809
5911,2015,John Leech,Winding Up,10844.0,E14000809
5912,2010,David Morris,Accommodation,13008.0,E14000825
5913,2010,David Morris,Constituency Rental,1450.0,E14000825
5914,2010,David Morris,General Admin,11529.0,E14000825
5915,2010,David Morris,Office Costs,919.0,E14000825
5916,2010,David Morris,Staffing,365.0,E14000825
5917,2010,David Morris,Travel,10721.0,E14000825
5918,2011,David Morris,Accommodation,20575.0,E14000825
5919,2011,David Morris,Constituency Rental,207.0,E14000825
5920,2011,David Morris,General Admin,733.0,E14000825
5921,2011,David Morris,Office Costs,27315.0,E14000825
5922,2011,David Morris,Staffing,199.0,E14000825
5923,2011,David Morris,Travel,18229.0,E14000825
5924,2012,David Morris,Accommodation,23920.0,E14000825
5925,2012,David Morris,Miscellaneous Expenses,0.0,E14000825
5926,2012,David Morris,Office Costs,28667.0,E14000825
5927,2012,David Morris,Staffing,6560.0,E14000825
5928,2012,David Morris,Travel,27879.0,E14000825
5929,2013,David Morris,Accommodation,23001.0,E14000825
5930,2013,David Morris,Office Costs,26150.0,E14000825
5931,2013,David Morris,Staffing,121513.0,E14000825
5932,2013,David Morris,Travel,22338.0,E14000825
5933,2014,David Morris,Accommodation,24356.0,E14000825
5934,2014,David Morris,Miscellaneous Expenses,165.0,E14000825
5935,2014,David Morris,Office Costs,22682.0,E14000825
5936,2014,David Morris,Staffing,81675.0,E14000825
5937,2014,David Morris,Travel,25687.0,E14000825
5938,2015,David Morris,Accommodation,9614.0,E14000825
5939,2015,David Morris,Office Costs,13742.0,E14000825
5940,2015,David Morris,Staffing,2977.0,E14000825
5941,2015,David Morris,Travel,9822.0,E14000825
5942,2010,Debbie Abrahams,Accommodation,1790.0,E14000870
5943,2010,Debbie Abrahams,Office Costs,1877.0,E14000870
5944,2010,Debbie Abrahams,Staffing,4000.0,E14000870
5945,2010,Debbie Abrahams,Travel,1262.0,E14000870
5946,2010,Phil Woolas,Accommodation,5483.0,E14000870
5947,2010,Phil Woolas,Constituency Rental,9495.0,E14000870
5948,2010,Phil Woolas,General Admin,1948.0,E14000870
5949,2010,Phil Woolas,Travel,7039.0,E14000870
5950,2010,Phil Woolas,Winding Up,3856.0,E14000870
5951,2011,Debbie Abrahams,Accommodation,20041.0,E14000870
5952,2011,Debbie Abrahams,Office Costs,24877.0,E14000870
5953,2011,Debbie Abrahams,Staffing,21219.0,E14000870
5954,2011,Debbie Abrahams,Travel,7891.0,E14000870
5955,2012,Debbie Abrahams,Accommodation,23184.0,E14000870
5956,2012,Debbie Abrahams,Office Costs,21254.0,E14000870
5957,2012,Debbie Abrahams,Staffing,25658.0,E14000870
5958,2012,Debbie Abrahams,Travel,7045.0,E14000870
5959,2013,Debbie Abrahams,Accommodation,20100.0,E14000870
5960,2013,Debbie Abrahams,Office Costs,20488.0,E14000870
5961,2013,Debbie Abrahams,Staffing,125075.0,E14000870
5962,2013,Debbie Abrahams,Travel,8038.0,E14000870
5963,2014,Debbie Abrahams,Accommodation,20021.0,E14000870
5964,2014,Debbie Abrahams,Office Costs,19457.0,E14000870
5965,2014,Debbie Abrahams,Staffing,146303.0,E14000870
5966,2014,Debbie Abrahams,Travel,7280.0,E14000870
5967,2015,Debbie Abrahams,Accommodation,14623.0,E14000870
5968,2015,Debbie Abrahams,Office Costs,16468.0,E14000870
5969,2015,Debbie Abrahams,Travel,2928.0,E14000870
5970,2010,Michael Meacher,Accommodation,3038.0,E14000871
5971,2010,Michael Meacher,Constituency Rental,15372.0,E14000871
5972,2010,Michael Meacher,General Admin,4838.0,E14000871
5973,2010,Michael Meacher,Travel,1251.0,E14000871
5974,2011,Michael Meacher,Accommodation,6466.0,E14000871
5975,2011,Michael Meacher,Constituency Rental,465.0,E14000871
5976,2011,Michael Meacher,General Admin,2053.0,E14000871
5977,2011,Michael Meacher,Office Costs,26428.0,E14000871
5978,2011,Michael Meacher,Travel,1607.0,E14000871
5979,2012,Michael Meacher,Accommodation,8974.0,E14000871
5980,2012,Michael Meacher,Miscellaneous Expenses,78.0,E14000871
5981,2012,Michael Meacher,Office Costs,17458.0,E14000871
5982,2012,Michael Meacher,Staffing,4800.0,E14000871
5983,2012,Michael Meacher,Travel,1239.0,E14000871
5984,2013,Michael Meacher,Accommodation,8324.0,E14000871
5985,2013,Michael Meacher,Office Costs,24147.0,E14000871
5986,2013,Michael Meacher,Staffing,136534.0,E14000871
5987,2013,Michael Meacher,Travel,1444.0,E14000871
5988,2014,Michael Meacher,Accommodation,8247.0,E14000871
5989,2014,Michael Meacher,Office Costs,17573.0,E14000871
5990,2014,Michael Meacher,Staffing,135142.0,E14000871
5991,2014,Michael Meacher,Travel,1442.0,E14000871
5992,2015,Michael Meacher,Accommodation,6003.0,E14000871
5993,2015,Michael Meacher,Office Costs,15240.0,E14000871
5994,2015,Michael Meacher,Travel,323.0,E14000871
5995,2010,Andrew Stephenson,Accommodation,10432.0,E14000875
5996,2010,Andrew Stephenson,Constituency Rental,3589.0,E14000875
5997,2010,Andrew Stephenson,General Admin,9134.0,E14000875
5998,2010,Andrew Stephenson,Staffing,3878.0,E14000875
5999,2010,Andrew Stephenson,Travel,4447.0,E14000875
6000,2011,Andrew Stephenson,Accommodation,13584.0,E14000875
6001,2011,Andrew Stephenson,Constituency Rental,1002.0,E14000875
6002,2011,Andrew Stephenson,General Admin,3331.0,E14000875
6003,2011,Andrew Stephenson,Office Costs,10235.0,E14000875
6004,2011,Andrew Stephenson,Staffing,3960.0,E14000875
6005,2011,Andrew Stephenson,Travel,4613.0,E14000875
6006,2012,Andrew Stephenson,Accommodation,6123.0,E14000875
6007,2012,Andrew Stephenson,Office Costs,18196.0,E14000875
6008,2012,Andrew Stephenson,Staffing,7920.0,E14000875
6009,2012,Andrew Stephenson,Travel,6195.0,E14000875
6010,2013,Andrew Stephenson,Accommodation,7900.0,E14000875
6011,2013,Andrew Stephenson,Office Costs,22160.0,E14000875
6012,2013,Andrew Stephenson,Staffing,136292.0,E14000875
6013,2013,Andrew Stephenson,Travel,6127.0,E14000875
6014,2014,Andrew Stephenson,Accommodation,17470.0,E14000875
6015,2014,Andrew Stephenson,Office Costs,24744.0,E14000875
6016,2014,Andrew Stephenson,Staffing,130461.0,E14000875
6017,2014,Andrew Stephenson,Travel,6437.0,E14000875
6018,2015,Andrew Stephenson,Accommodation,10709.0,E14000875
6019,2015,Andrew Stephenson,Office Costs,14053.0,E14000875
6020,2015,Andrew Stephenson,Staffing,2977.0,E14000875
6021,2015,Andrew Stephenson,Travel,4268.0,E14000875
6022,2010,Rory Stewart,Accommodation,5000.0,E14000877
6023,2010,Rory Stewart,Constituency Rental,2016.0,E14000877
6024,2010,Rory Stewart,General Admin,7124.0,E14000877
6025,2010,Rory Stewart,Staffing,11088.0,E14000877
6026,2010,Rory Stewart,Travel,10118.0,E14000877
6027,2011,Rory Stewart,Accommodation,7498.0,E14000877
6028,2011,Rory Stewart,Constituency Rental,342.0,E14000877
6029,2011,Rory Stewart,General Admin,875.0,E14000877
6030,2011,Rory Stewart,Office Costs,14668.0,E14000877
6031,2011,Rory Stewart,Staffing,17172.0,E14000877
6032,2011,Rory Stewart,Travel,9618.0,E14000877
6033,2012,Rory Stewart,Accommodation,10050.0,E14000877
6034,2012,Rory Stewart,Office Costs,16415.0,E14000877
6035,2012,Rory Stewart,Staffing,17272.0,E14000877
6036,2012,Rory Stewart,Travel,5951.0,E14000877
6037,2013,Rory Stewart,Accommodation,10095.0,E14000877
6038,2013,Rory Stewart,Office Costs,12660.0,E14000877
6039,2013,Rory Stewart,Staffing,123896.0,E14000877
6040,2013,Rory Stewart,Travel,6862.0,E14000877
6041,2014,Rory Stewart,Accommodation,11192.0,E14000877
6042,2014,Rory Stewart,Office Costs,11731.0,E14000877
6043,2014,Rory Stewart,Staffing,125752.0,E14000877
6044,2014,Rory Stewart,Travel,4993.0,E14000877
6045,2015,Rory Stewart,Accommodation,8577.0,E14000877
6046,2015,Rory Stewart,Office Costs,10952.0,E14000877
6047,2015,Rory Stewart,Staffing,3348.0,E14000877
6048,2015,Rory Stewart,Travel,883.0,E14000877
6049,2010,Mark Hendrick,Accommodation,9983.0,E14000885
6050,2010,Mark Hendrick,Constituency Rental,8629.0,E14000885
6051,2010,Mark Hendrick,General Admin,10587.0,E14000885
6052,2010,Mark Hendrick,Office Costs,0.0,E14000885
6053,2010,Mark Hendrick,Travel,5665.0,E14000885
6054,2011,Mark Hendrick,Accommodation,2049.0,E14000885
6055,2011,Mark Hendrick,Constituency Rental,3227.0,E14000885
6056,2011,Mark Hendrick,General Admin,1085.0,E14000885
6057,2011,Mark Hendrick,Office Costs,16228.0,E14000885
6058,2011,Mark Hendrick,Staffing,19.0,E14000885
6059,2011,Mark Hendrick,Travel,9485.0,E14000885
6060,2012,Mark Hendrick,Accommodation,2943.0,E14000885
6061,2012,Mark Hendrick,Office Costs,19452.0,E14000885
6062,2012,Mark Hendrick,Travel,8903.0,E14000885
6063,2013,Mark Hendrick,Accommodation,4075.0,E14000885
6064,2013,Mark Hendrick,Office Costs,19220.0,E14000885
6065,2013,Mark Hendrick,Staffing,106104.0,E14000885
6066,2013,Mark Hendrick,Travel,9084.0,E14000885
6067,2014,Mark Hendrick,Accommodation,4724.0,E14000885
6068,2014,Mark Hendrick,Office Costs,19915.0,E14000885
6069,2014,Mark Hendrick,Staffing,120299.0,E14000885
6070,2014,Mark Hendrick,Travel,7528.0,E14000885
6071,2015,Mark Hendrick,Accommodation,2670.0,E14000885
6072,2015,Mark Hendrick,Miscellaneous Expenses,290.0,E14000885
6073,2015,Mark Hendrick,Office Costs,12607.0,E14000885
6074,2015,Mark Hendrick,Staffing,150.0,E14000885
6075,2015,Mark Hendrick,Travel,6353.0,E14000885
6076,2010,Nigel Evans,Accommodation,6933.0,E14000894
6077,2010,Nigel Evans,General Admin,5778.0,E14000894
6078,2010,Nigel Evans,Staffing,2409.0,E14000894
6079,2010,Nigel Evans,Travel,7645.0,E14000894
6080,2011,Nigel Evans,Accommodation,15355.0,E14000894
6081,2011,Nigel Evans,General Admin,2603.0,E14000894
6082,2011,Nigel Evans,Office Costs,9744.0,E14000894
6083,2011,Nigel Evans,Staffing,928.0,E14000894
6084,2011,Nigel Evans,Travel,8854.0,E14000894
6085,2012,Nigel Evans,Accommodation,18206.0,E14000894
6086,2012,Nigel Evans,Office Costs,13376.0,E14000894
6087,2012,Nigel Evans,Staffing,3965.0,E14000894
6088,2012,Nigel Evans,Travel,9355.0,E14000894
6089,2013,Nigel Evans,Accommodation,18516.0,E14000894
6090,2013,Nigel Evans,Office Costs,4155.0,E14000894
6091,2013,Nigel Evans,Staffing,130875.0,E14000894
6092,2013,Nigel Evans,Travel,8811.0,E14000894
6093,2014,Nigel Evans,Accommodation,18517.0,E14000894
6094,2014,Nigel Evans,Office Costs,12923.0,E14000894
6095,2014,Nigel Evans,Staffing,114092.0,E14000894
6096,2014,Nigel Evans,Travel,14971.0,E14000894
6097,2015,Nigel Evans,Accommodation,14326.0,E14000894
6098,2015,Nigel Evans,Office Costs,6589.0,E14000894
6099,2015,Nigel Evans,Staffing,3555.0,E14000894
6100,2015,Nigel Evans,Travel,6307.0,E14000894
6101,2010,Simon Danczuk,Accommodation,19574.0,E14000897
6102,2010,Simon Danczuk,Constituency Rental,7320.0,E14000897
6103,2010,Simon Danczuk,General Admin,11178.0,E14000897
6104,2010,Simon Danczuk,Office Costs,1082.0,E14000897
6105,2010,Simon Danczuk,Staffing,769.0,E14000897
6106,2010,Simon Danczuk,Travel,8891.0,E14000897
6107,2011,Simon Danczuk,Accommodation,23805.0,E14000897
6108,2011,Simon Danczuk,General Admin,340.0,E14000897
6109,2011,Simon Danczuk,Office Costs,23412.0,E14000897
6110,2011,Simon Danczuk,Staffing,572.0,E14000897
6111,2011,Simon Danczuk,Travel,11065.0,E14000897
6112,2012,Simon Danczuk,Accommodation,29262.0,E14000897
6113,2012,Simon Danczuk,Miscellaneous Expenses,154.0,E14000897
6114,2012,Simon Danczuk,Office Costs,24199.0,E14000897
6115,2012,Simon Danczuk,Staffing,56.0,E14000897
6116,2012,Simon Danczuk,Travel,14084.0,E14000897
6117,2013,Simon Danczuk,Accommodation,27587.0,E14000897
6118,2013,Simon Danczuk,Miscellaneous Expenses,108.0,E14000897
6119,2013,Simon Danczuk,Office Costs,23022.0,E14000897
6120,2013,Simon Danczuk,Staffing,141108.0,E14000897
6121,2013,Simon Danczuk,Travel,15083.0,E14000897
6122,2014,Simon Danczuk,Accommodation,28467.0,E14000897
6123,2014,Simon Danczuk,Office Costs,15939.0,E14000897
6124,2014,Simon Danczuk,Staffing,114410.0,E14000897
6125,2014,Simon Danczuk,Travel,16188.0,E14000897
6126,2015,Simon Danczuk,Accommodation,18398.0,E14000897
6127,2015,Simon Danczuk,Office Costs,12489.0,E14000897
6128,2015,Simon Danczuk,Travel,4527.0,E14000897
6129,2010,Jake Berry,Accommodation,18040.0,E14000902
6130,2010,Jake Berry,Constituency Rental,8976.0,E14000902
6131,2010,Jake Berry,General Admin,9267.0,E14000902
6132,2010,Jake Berry,Staffing,5158.0,E14000902
6133,2010,Jake Berry,Travel,8144.0,E14000902
6134,2011,Jake Berry,Accommodation,19900.0,E14000902
6135,2011,Jake Berry,Constituency Rental,1500.0,E14000902
6136,2011,Jake Berry,General Admin,544.0,E14000902
6137,2011,Jake Berry,Miscellaneous Expenses,157.0,E14000902
6138,2011,Jake Berry,Office Costs,17251.0,E14000902
6139,2011,Jake Berry,Staffing,13772.0,E14000902
6140,2011,Jake Berry,Travel,9726.0,E14000902
6141,2012,Jake Berry,Accommodation,20889.0,E14000902
6142,2012,Jake Berry,Office Costs,20905.0,E14000902
6143,2012,Jake Berry,Staffing,665.0,E14000902
6144,2012,Jake Berry,Travel,10177.0,E14000902
6145,2013,Jake Berry,Accommodation,20475.0,E14000902
6146,2013,Jake Berry,Office Costs,20762.0,E14000902
6147,2013,Jake Berry,Staffing,128987.0,E14000902
6148,2013,Jake Berry,Travel,10200.0,E14000902
6149,2014,Jake Berry,Accommodation,20600.0,E14000902
6150,2014,Jake Berry,Office Costs,20909.0,E14000902
6151,2014,Jake Berry,Staffing,136774.0,E14000902
6152,2014,Jake Berry,Travel,8917.0,E14000902
6153,2015,Jake Berry,Accommodation,16453.0,E14000902
6154,2015,Jake Berry,Office Costs,11156.0,E14000902
6155,2015,Jake Berry,Staffing,3049.0,E14000902
6156,2015,Jake Berry,Travel,5502.0,E14000902
6157,2010,Hazel Blears,Accommodation,8016.0,E14000911
6158,2010,Hazel Blears,Constituency Rental,9710.0,E14000911
6159,2010,Hazel Blears,General Admin,8778.0,E14000911
6160,2010,Hazel Blears,Miscellaneous Expenses,3814.0,E14000911
6161,2010,Hazel Blears,Office Costs,208.0,E14000911
6162,2010,Hazel Blears,Travel,6723.0,E14000911
6163,2011,Hazel Blears,Accommodation,13979.0,E14000911
6164,2011,Hazel Blears,Constituency Rental,1961.0,E14000911
6165,2011,Hazel Blears,General Admin,1744.0,E14000911
6166,2011,Hazel Blears,Office Costs,17028.0,E14000911
6167,2011,Hazel Blears,Travel,8148.0,E14000911
6168,2012,Hazel Blears,Accommodation,18847.0,E14000911
6169,2012,Hazel Blears,Office Costs,19342.0,E14000911
6170,2012,Hazel Blears,Travel,8977.0,E14000911
6171,2013,Hazel Blears,Accommodation,18979.0,E14000911
6172,2013,Hazel Blears,Office Costs,21416.0,E14000911
6173,2013,Hazel Blears,Staffing,142333.0,E14000911
6174,2013,Hazel Blears,Travel,8856.0,E14000911
6175,2014,Hazel Blears,Accommodation,18366.0,E14000911
6176,2014,Hazel Blears,Miscellaneous Expenses,720.0,E14000911
6177,2014,Hazel Blears,Office Costs,17279.0,E14000911
6178,2014,Hazel Blears,Staffing,147442.0,E14000911
6179,2014,Hazel Blears,Travel,8846.0,E14000911
6180,2015,Hazel Blears,Accommodation,1985.0,E14000911
6181,2015,Hazel Blears,Miscellaneous Expenses,144.0,E14000911
6182,2015,Hazel Blears,Office Costs,904.0,E14000911
6183,2015,Hazel Blears,Travel,245.0,E14000911
6184,2015,Hazel Blears,Winding Up,11540.0,E14000911
6185,2015,Rebecca Long Bailey,Accommodation,5100.0,E14000911
6186,2015,Rebecca Long Bailey,Office Costs,8034.0,E14000911
6187,2015,Rebecca Long Bailey,Start Up,4113.0,E14000911
6188,2015,Rebecca Long Bailey,Travel,929.0,E14000911
6189,2010,Bill Esterson,Accommodation,12818.0,E14000916
6190,2010,Bill Esterson,Constituency Rental,8129.0,E14000916
6191,2010,Bill Esterson,General Admin,11539.0,E14000916
6192,2010,Bill Esterson,Travel,8804.0,E14000916
6193,2011,Bill Esterson,Accommodation,16117.0,E14000916
6194,2011,Bill Esterson,Constituency Rental,4483.0,E14000916
6195,2011,Bill Esterson,General Admin,3922.0,E14000916
6196,2011,Bill Esterson,Office Costs,17856.0,E14000916
6197,2011,Bill Esterson,Staffing,942.0,E14000916
6198,2011,Bill Esterson,Travel,13763.0,E14000916
6199,2012,Bill Esterson,Accommodation,20803.0,E14000916
6200,2012,Bill Esterson,Office Costs,19320.0,E14000916
6201,2012,Bill Esterson,Staffing,398.0,E14000916
6202,2012,Bill Esterson,Travel,8082.0,E14000916
6203,2013,Bill Esterson,Accommodation,17214.0,E14000916
6204,2013,Bill Esterson,Office Costs,19098.0,E14000916
6205,2013,Bill Esterson,Staffing,133797.0,E14000916
6206,2013,Bill Esterson,Travel,8550.0,E14000916
6207,2014,Bill Esterson,Accommodation,20090.0,E14000916
6208,2014,Bill Esterson,Miscellaneous Expenses,2310.0,E14000916
6209,2014,Bill Esterson,Office Costs,20358.0,E14000916
6210,2014,Bill Esterson,Staffing,138492.0,E14000916
6211,2014,Bill Esterson,Travel,8709.0,E14000916
6212,2015,Bill Esterson,Accommodation,11882.0,E14000916
6213,2015,Bill Esterson,Office Costs,9982.0,E14000916
6214,2015,Bill Esterson,Travel,2620.0,E14000916
6215,2010,Lorraine Fullbrook,Accommodation,13704.0,E14000943
6216,2010,Lorraine Fullbrook,Constituency Rental,4800.0,E14000943
6217,2010,Lorraine Fullbrook,General Admin,4032.0,E14000943
6218,2010,Lorraine Fullbrook,Staffing,11567.0,E14000943
6219,2010,Lorraine Fullbrook,Travel,4323.0,E14000943
6220,2011,Lorraine Fullbrook,Accommodation,14047.0,E14000943
6221,2011,Lorraine Fullbrook,General Admin,888.0,E14000943
6222,2011,Lorraine Fullbrook,Office Costs,7272.0,E14000943
6223,2011,Lorraine Fullbrook,Staffing,4900.0,E14000943
6224,2011,Lorraine Fullbrook,Travel,6293.0,E14000943
6225,2012,Lorraine Fullbrook,Accommodation,18800.0,E14000943
6226,2012,Lorraine Fullbrook,Office Costs,13784.0,E14000943
6227,2012,Lorraine Fullbrook,Staffing,3960.0,E14000943
6228,2012,Lorraine Fullbrook,Travel,6026.0,E14000943
6229,2013,Lorraine Fullbrook,Accommodation,18681.0,E14000943
6230,2013,Lorraine Fullbrook,Miscellaneous Expenses,151.0,E14000943
6231,2013,Lorraine Fullbrook,Office Costs,10560.0,E14000943
6232,2013,Lorraine Fullbrook,Staffing,120470.0,E14000943
6233,2013,Lorraine Fullbrook,Travel,9249.0,E14000943
6234,2014,Lorraine Fullbrook,Accommodation,19186.0,E14000943
6235,2014,Lorraine Fullbrook,Office Costs,11073.0,E14000943
6236,2014,Lorraine Fullbrook,Staffing,131763.0,E14000943
6237,2014,Lorraine Fullbrook,Travel,3783.0,E14000943
6238,2015,Lorraine Fullbrook,Accommodation,3582.0,E14000943
6239,2015,Lorraine Fullbrook,Miscellaneous Expenses,2705.0,E14000943
6240,2015,Lorraine Fullbrook,Office Costs,738.0,E14000943
6241,2015,Lorraine Fullbrook,Winding Up,1476.0,E14000943
6242,2015,Seema Kennedy,Accommodation,3103.0,E14000943
6243,2015,Seema Kennedy,Office Costs,15697.0,E14000943
6244,2015,Seema Kennedy,Staffing,2685.0,E14000943
6245,2015,Seema Kennedy,Start Up,1275.0,E14000943
6246,2015,Seema Kennedy,Travel,5588.0,E14000943
6247,2010,John Pugh,Accommodation,17195.0,E14000958
6248,2010,John Pugh,Constituency Rental,9287.0,E14000958
6249,2010,John Pugh,General Admin,3478.0,E14000958
6250,2010,John Pugh,Office Costs,15.0,E14000958
6251,2010,John Pugh,Staffing,3963.0,E14000958
6252,2010,John Pugh,Travel,4455.0,E14000958
6253,2011,John Pugh,Accommodation,20249.0,E14000958
6254,2011,John Pugh,Constituency Rental,329.0,E14000958
6255,2011,John Pugh,General Admin,1122.0,E14000958
6256,2011,John Pugh,Office Costs,17556.0,E14000958
6257,2011,John Pugh,Staffing,620.0,E14000958
6258,2011,John Pugh,Travel,4031.0,E14000958
6259,2012,John Pugh,Accommodation,19375.0,E14000958
6260,2012,John Pugh,Office Costs,16868.0,E14000958
6261,2012,John Pugh,Staffing,240.0,E14000958
6262,2012,John Pugh,Travel,4313.0,E14000958
6263,2013,John Pugh,Accommodation,18936.0,E14000958
6264,2013,John Pugh,Office Costs,18677.0,E14000958
6265,2013,John Pugh,Staffing,134249.0,E14000958
6266,2013,John Pugh,Travel,4148.0,E14000958
6267,2014,John Pugh,Accommodation,16658.0,E14000958
6268,2014,John Pugh,Office Costs,22212.0,E14000958
6269,2014,John Pugh,Staffing,143893.0,E14000958
6270,2014,John Pugh,Travel,5691.0,E14000958
6271,2015,John Pugh,Accommodation,3502.0,E14000958
6272,2015,John Pugh,Office Costs,10783.0,E14000958
6273,2015,John Pugh,Staffing,66.0,E14000958
6274,2015,John Pugh,Travel,5453.0,E14000958
6275,2010,Dave Watts,Accommodation,2204.0,E14000962
6276,2010,Dave Watts,Constituency Rental,9884.0,E14000962
6277,2010,Dave Watts,General Admin,12322.0,E14000962
6278,2010,Dave Watts,Miscellaneous Expenses,7050.0,E14000962
6279,2010,Dave Watts,Travel,5456.0,E14000962
6280,2011,Dave Watts,Accommodation,2691.0,E14000962
6281,2011,Dave Watts,Constituency Rental,77.0,E14000962
6282,2011,Dave Watts,General Admin,468.0,E14000962
6283,2011,Dave Watts,Office Costs,15400.0,E14000962
6284,2011,Dave Watts,Travel,5213.0,E14000962
6285,2012,Dave Watts,Accommodation,3042.0,E14000962
6286,2012,Dave Watts,Office Costs,16102.0,E14000962
6287,2012,Dave Watts,Travel,5539.0,E14000962
6288,2013,Dave Watts,Accommodation,2762.0,E14000962
6289,2013,Dave Watts,Office Costs,22014.0,E14000962
6290,2013,Dave Watts,Staffing,108245.0,E14000962
6291,2013,Dave Watts,Travel,6453.0,E14000962
6292,2014,Dave Watts,Accommodation,7390.0,E14000962
6293,2014,Dave Watts,Office Costs,9495.0,E14000962
6294,2014,Dave Watts,Staffing,116712.0,E14000962
6295,2014,Dave Watts,Travel,1805.0,E14000962
6296,2015,Conor McGinn,Accommodation,5111.0,E14000962
6297,2015,Conor McGinn,Office Costs,8876.0,E14000962
6298,2015,Conor McGinn,Staffing,4657.0,E14000962
6299,2015,Conor McGinn,Start Up,1692.0,E14000962
6300,2015,Conor McGinn,Travel,3990.0,E14000962
6301,2015,Dave Watts,Office Costs,2381.0,E14000962
6302,2015,Dave Watts,Winding Up,2827.0,E14000962
6303,2010,Shaun Woodward,Accommodation,3994.0,E14000963
6304,2010,Shaun Woodward,Constituency Rental,20825.0,E14000963
6305,2010,Shaun Woodward,General Admin,11555.0,E14000963
6306,2010,Shaun Woodward,Staffing,94.0,E14000963
6307,2010,Shaun Woodward,Travel,3899.0,E14000963
6308,2011,Shaun Woodward,Constituency Rental,408.0,E14000963
6309,2011,Shaun Woodward,General Admin,15.0,E14000963
6310,2011,Shaun Woodward,Office Costs,15326.0,E14000963
6311,2011,Shaun Woodward,Staffing,89.0,E14000963
6312,2011,Shaun Woodward,Travel,3738.0,E14000963
6313,2012,Shaun Woodward,Office Costs,19123.0,E14000963
6314,2012,Shaun Woodward,Travel,7552.0,E14000963
